"species","Priority","Trait.reference","Link.to.reference","Trait.extraction.method","OBS","Habit","Height (m)","Leaf duration (evergreen/deciduous [usually not mentioned in the description])","Brachyblast presence [a proxy for leaf duration; sometimes described as ""short shoot""]","Prickles presence (are corky projections from a plant's skin, or dermal tissue.)","Stipular spines presence","stipule spine length(mm)","stipule spine width (mm)","stipule length (mm)","stipule width (mm)","Leaf length (mm)","Petiole length (mm)","Petiole extra-floral nectary presence","Rachis length (mm)","Rachis extra-floral nectary presence","Number of pinnae pairs (integer)","Pinnae length (mm)","Pinnae rachis length (mm)","Pinna extra-floral nectary presence","Number of leaflet pairs (integer)","Leaflet length (mm)","Leaflet width (mm)","Leaflet shape (text)","Leaflet base shape (text)","Leaflet apex shape (text)","Extrafloral nectary (in general)","Peduncle length (mm)","Pedicel (mm)","Inflorescence length (mm)","Infloresence main rachis length (mm)","Inflorescence width (mm)","Inflorescence shape (text)","Inflorescence arrangement / synflorescence (text)","Calyx merism (integer [sometimes not available when minute and gamosepalous])","Calyx length (mm)","Calyx lobe length (mm)","Calyx lobe width (mm)","Corolla merism (integer)","Corolla length (mm)","Corolla lobe length (mm)","Corolla lobe width (mm)","Flower color","Corolla color (text)","Number of stamens (integer)","Stamen/fillament length (mm)","Stamen color","Anther length (mm)","Anther width (mm)","Anther color","Anther gland presence","Nectary presence","Ovary length (mm)","Ovary width (mm)","Style length (mm)","Stigma shape","Fruit type (text)","Fruit length (mm)","Fruit width (mm)","Fruit thickness (mm)","Fruit shape (text)","Fruit base shape (text)","Fruit apex shape (text)","Fruit color","Number of Seeds","Seed length (mm)","Seed width (mm)","Seed thickness (mm)","Seed shape","Seed color (text)","Source used","traits scored specifically for this species","Varieties present (scored before the use of phylogeny highlighted orange)","refercence notes"
"Strombocarpa_pubescens","High","Burkart, A. (1976). A monograph of the genus Prosopis (Leguminosae subfam. Mimosoideae). Journal of the Arnold arboretum, 450-525.","https://www.dropbox.com/s/0xd0020j6z6shza/Burkart-1976-A%20monograph%20of%20the%20genus%20Prosopis%20%28Leguminosae%20subfam.%20Mimosoideae%29.pdf?dl=10","manual",NA,"shrub, tree","2-10",NA,NA,NA,"yes","2-20",NA,"2-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-9","4-12","2-4","elliptic-oblong","subacute",NA,NA,"10-15",NA,"50-80",NA,NA,"spikes, simple, elongate","spikes axillary",NA,"0.7-1.2",NA,NA,NA,"2-3",NA,NA,"yellow",NA,NA,"4-5",NA,"0.5-0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-55","5-6",NA,"8-24 dense closely set spirals, cyclindrical",NA,NA,"yellow",NA,"3-3.5",NA,NA,"reniform-ovoid",NA,"same","yes","no",NA
"Strombocarpa_reptans","High","Burkart, A. (1976). A monograph of the genus Prosopis (Leguminosae subfam. Mimosoideae). Journal of the Arnold arboretum, 450-525.","https://www.dropbox.com/s/0xd0020j6z6shza/Burkart-1976-A%20monograph%20of%20the%20genus%20Prosopis%20%28Leguminosae%20subfam.%20Mimosoideae%29.pdf?dl=11","manual",NA,"shrub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"head, globose","head axillary,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","7",NA,"close, dense, regular, numerous (upto 19) spirals, forming a cylindrical body",NA,NA,"yellow",NA,NA,NA,NA,NA,NA,"same","yes","no",NA
"Neltuma_ruscifolia","High","Burkart, A. (1976). A monograph of the genus Prosopis (Leguminosae subfam. Mimosoideae). Journal of the Arnold arboretum, 450-525.","https://www.dropbox.com/s/0xd0020j6z6shza/Burkart-1976-A%20monograph%20of%20the%20genus%20Prosopis%20%28Leguminosae%20subfam.%20Mimosoideae%29.pdf?dl=12","manual",NA,"tree","5-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10-75",NA,NA,NA,NA,NA,NA,NA,"2-5","(20) 40-100","7-25 (38)","lance-ovate, more or less acute, broad",NA,NA,NA,"15","1-2.2","80-150",NA,NA,"racemes, spikelike",NA,NA,"1-1.5",NA,NA,NA,"3-4",NA,NA,"greenish-yellow",NA,NA,"5-7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"legume","130-290","9-11",NA,"slender, compressed, submoniliform, subfalcate, straight, S-shaped",NA,"acuminate",NA,NA,NA,NA,NA,"margins undulate","straw-colored, violet-tinged","same","yes","no",NA
"Neltuma_sericantha","High","Burkart, A. (1976). A monograph of the genus Prosopis (Leguminosae subfam. Mimosoideae). Journal of the Arnold arboretum, 450-525.","https://www.dropbox.com/s/0xd0020j6z6shza/Burkart-1976-A%20monograph%20of%20the%20genus%20Prosopis%20%28Leguminosae%20subfam.%20Mimosoideae%29.pdf?dl=13","manual",NA,"shrub","0.3-2.5 (3.5)","aphyllous",NA,NA,"-","-","-","-","-","0","0","-","0","-","0","0","0","-","0","0","0","aphyllous","aphyllous","aphyllous","-",NA,"1.6","15-40",NA,NA,"spikelike racemes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70-140","8-13","6-7","linear, more slender",NA,NA,NA,NA,NA,NA,NA,"compressed, subquadrate","reddish","same","yes","no",NA
"Strombocarpa_strombulifera","High","Burkart, A. (1976). A monograph of the genus Prosopis (Leguminosae subfam. Mimosoideae). Journal of the Arnold arboretum, 450-525.","https://www.dropbox.com/s/0xd0020j6z6shza/Burkart-1976-A%20monograph%20of%20the%20genus%20Prosopis%20%28Leguminosae%20subfam.%20Mimosoideae%29.pdf?dl=14","manual",NA,"shrub","0.15-1.5 (3)",NA,NA,NA,"yes","1-20",NA,"1-20",NA,NA,"2-15",NA,NA,NA,NA,"10-30",NA,NA,"3-8","2-9","0.8-2","oblong, obtuse",NA,NA,NA,"15-50",NA,NA,NA,"15","globose",NA,NA,"1.5-2.2",NA,NA,NA,"3-4",NA,NA,"yellow","red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18-52","6-10",NA,"straight cylindrical bodies, 8-17 dense closed regular coils (like corkscrews) each 3-5 mm",NA,NA,"lemon-yellow",NA,"4.5-5.4",NA,NA,"ovate","grayish green","same","yes","no",NA
"Strombocarpa_tamarugo","High","Burkart, A. (1976). A monograph of the genus Prosopis (Leguminosae subfam. Mimosoideae). Journal of the Arnold arboretum, 450-525.","https://www.dropbox.com/s/0xd0020j6z6shza/Burkart-1976-A%20monograph%20of%20the%20genus%20Prosopis%20%28Leguminosae%20subfam.%20Mimosoideae%29.pdf?dl=15","manual",NA,"tree","18",NA,NA,NA,"yes","5-38",NA,"5-38",NA,NA,NA,NA,NA,NA,NA,"30-40",NA,NA,"10-15","4-8",NA,"linear, obtuse, subacute",NA,NA,NA,NA,NA,"35-65",NA,NA,"spikes","spikes axillary",NA,"1.5",NA,NA,NA,"4-5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"legume",NA,"20-35","7-10","cylindric-subtorulose, strongly incurved, falcate, ring-shaped",NA,NA,"straw-yellow, clear brown",NA,"3-4.3",NA,NA,"ovate","brown","same","yes","no",NA
"Neltuma_palmeri","High","Burkart, A. (1976). A monograph of the genus Prosopis (Leguminosae subfam. Mimosoideae). Journal of the Arnold arboretum, 450-525.","https://www.dropbox.com/s/0xd0020j6z6shza/Burkart-1976-A%20monograph%20of%20the%20genus%20Prosopis%20%28Leguminosae%20subfam.%20Mimosoideae%29.pdf?dl=16","manual",NA,"tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-40",NA,NA,"(15) 20-29","2.8-5 (7)","1-1.8","oblong, obtuse",NA,NA,NA,NA,"0.5-0.8","50-80",NA,NA,"racemes",NA,NA,"1-1.5",NA,NA,NA,"3-3.5",NA,NA,"greenish-white",NA,NA,"5-6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"legume","80-130","6-8",NA,"straight, broad, linear, compressed-submoniliform","stipe","acumen","straw-yellow",NA,"5-5.5",NA,NA,"ovate, compressed","brown","same","yes","no",NA
"Strombocarpa_torquata","High","Burkart, A. (1976). A monograph of the genus Prosopis (Leguminosae subfam. Mimosoideae). Journal of the Arnold arboretum, 450-525.","https://www.dropbox.com/s/0xd0020j6z6shza/Burkart-1976-A%20monograph%20of%20the%20genus%20Prosopis%20%28Leguminosae%20subfam.%20Mimosoideae%29.pdf?dl=17","manual",NA,"shrub, tree","1-5",NA,NA,NA,"yes","1-55",NA,"1-55",NA,NA,"1-4",NA,NA,NA,NA,"5-35",NA,NA,"14-30","2-4","0.6-0.8","oblong, obtuse, subacute",NA,NA,NA,"10",NA,"30-80",NA,NA,"spikes, ovoid, cylindric","spikes axillary",NA,"1.5",NA,NA,NA,"3-4",NA,NA,"yellow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,"irregular spirals rather open",NA,NA,NA,NA,NA,NA,NA,NA,NA,"same","yes","no",NA
"Marlimorimia_psilostachya","High","Lewis GP, Lima MPM (1991) Pseudopiptadenia Rauschert no Brasil (Leguminosae- Mimosoideae). Arquivos do Jardim Bot‚àö¬¢nico do Rio de Janeiro 30: 43‚Äö√Ñ√¨67","https://www.dropbox.com/s/rrgajk0q8x74z72/Lewis_et_Lima-1991-Pseudopiptadenia%20no%20Brasil.pdf?dl=0","manual","Portuguese -Leo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pityrocarpa_schumanniana","High","Lewis GP, Lima MPM (1991) Pseudopiptadenia Rauschert no Brasil (Leguminosae- Mimosoideae). Arquivos do Jardim Bot‚àö¬¢nico do Rio de Janeiro 30: 43‚Äö√Ñ√¨68","https://www.dropbox.com/s/rrgajk0q8x74z72/Lewis_et_Lima-1991-Pseudopiptadenia%20no%20Brasil.pdf?dl=0","manual","Portuguese -Leo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pseudoprosopis_euryphylla","High","Brenan, J. P. M. (1959). Mimosoideae. In: Fl. Trop. East Africa. Hubbard & Milne-Redhead ou https://www.biodiversitylibrary.org/item/714#page/469/mode/1up","https://plants.jstor.org/search?ff=ps_repository_name_str__ps_collection_name_str&fq=cHNfdHlwZTooIlJlZmVyZW5jZSBTb3VyY2VzIik%3D&filter=name&so=ps_group_by_genus_species+asc&Query=Pseudoprosopis+euryphylla","manual","Traits on two floras, check which is more complete","shrub, tree","3-6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-29",NA,"17-70",NA,"2-4",NA,NA,NA,"4-9","(5-)7-21","(3-)6-15","wide, rhombic-ovate, obovate, rounded, slightly emarginate",NA,"mucronate",NA,"7-28","1.5-4","20-65",NA,NA,"racemes",NA,NA,"0.75-1",NA,NA,NA,"2.5-3",NA,NA,"white",NA,NA,"4-5.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pod","70-110","13-18",NA,NA,NA,"attenuate below","blackish",NA,"~8","~5-7",NA,NA,NA,"https://plants.jstor.org/stable/10.5555/al.ap.flora.ftea000625?searchUri=ff%3Dps_repository_name_str__ps_collection_name_str%26fq%3DcHNfdHlwZTooIlJlZmVyZW5jZSBTb3VyY2VzIik%253D%26filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3DPseudoprosopis%2Beuryphylla","yes",NA,"https://plants.jstor.org/stable/10.5555/al.ap.flora.ftea000625?searchUri=ff%3Dps_repository_name_str__ps_collection_name_str%26fq%3DcHNfdHlwZTooIlJlZmVyZW5jZSBTb3VyY2VzIik%253D%26filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3DPseudoprosopis%2Beuryphylla"
"Pseudoprosopis_fischeri","High","Brenan, J. P. M. (1959). Mimosoideae. In: Fl. Trop. East Africa. Hubbard & Milne-Redhead ou https://www.biodiversitylibrary.org/item/714#page/469/mode/1up","https://plants.jstor.org/search?filter=name&so=ps_group_by_genus_species+asc&Query=Pseudoprosopis+fischeri","manual","Traits on two floras, check which is more complete","shrub, tree","3-6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-25",NA,"15-75",NA,"3-5(-7)",NA,NA,NA,"7-15","5-14(19)","2.5-5.5(8)","oblong-elliptic",NA,"rounded, slightly emarginate, mucronate",NA,"3-10","1.5-5(7)","(20)40-130",NA,NA,NA,NA,NA,"1-1.5",NA,NA,NA,"3.5-5",NA,NA,"cream",NA,NA,"5-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pod","85-160","13-22",NA,NA,NA,"attenuate below","blackish",NA,"10-12","7-9",NA,NA,NA,"same/both","yes",NA,"I used both of the resources"
"Pseudoprosopis_gilletii","High","Villiers, J. F. (1983). Le genre Pseudoprosopis Harms (Mimosaceae) en Afrique. Bulletin du Jardin botanique national de Belgique/Bulletin van de Nationale Plantentuin van Belgie, 417-436.","https://www.jstor.org/stable/3667801?casa_token=5i8yRyQj2BcAAAAA%3A7x4AXnFgaaDoEki98K87pCK437Tx29qeu4P0ij7tKNWyrtInGs-OYbM-lnqHdSek-0p-M4xQ07dIV3eZK1zSmneHT96Zy5M4-XaDbEMqhMji86NVHaI","manual","Leo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Osodendron_dinklagei","High","Barneby, R.C. and Grimes, J., 1996. Silk tree, guanacaste, monkey's earring: a generic system of the synandrous Mimosaceae of the Americas. Part I. Abarema, Albizia, and allies. Memoirs of the New York Botanical Garden, 74(1).","https://www.dropbox.com/s/omtdhf8ghyz5gpq/Barneby_and_Grimes-1996-Silk%20Tree%2C%20Guanacaste%2C%20Monkey%27s%20Earring%20-%20Part%20I.pdf?dl=12","automatic",NA,"tree","15-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","20-30",NA,NA,"yes","≤40","3-4",NA,"linear","auriculate on one side",NA,NA,"20-40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"130-170","20-22 (25)",NA,"more or less straight",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://ia903405.us.archive.org/21/items/FloraOfWestTropi00hutc/FloraOfWestTropicalAfrica-JohnHutchinson.pdf and https://plants.jstor.org/stable/10.5555/al.ap.flora.fwta2844","yes",NA,"found"
"Schleinitzia_insularum","High","Check note in Nielsen, I.C. (1992). Mimosaceae (Leguminosae-Mimosoideae). Flora Malesiana - Series 1, Spermatophyta, 11(1), 1‚Äö√Ñ√¨226.",NA,"manual",NA,"tree","4.5-25 (30)",NA,NA,NA,"no",NA,NA,"1-4.5",NA,NA,"20-38","yes","110-200",NA,"(13) 17-24 (30)","25-40",NA,NA,"(25) 40-50 (65)","2-5 (6)","0.5-1 (2)","oblong","asymmetrically truncate","rounded","yes","15-25",NA,NA,NA,NA,"pedunculate glomerules","axillary pedunculate glomerules","5","1.5-1.7","0.2-0.3",NA,"5 (7)","1.7-2.2",NA,NA,NA,"pink, violet, green","(8) 10",NA,"light purple","6",NA,"yellow","yes",NA,"1-1.5",NA,NA,NA,"pod","(35) 45-75 (95)","14-20",NA,"straight, oblong",NA,NA,"red-brown, black",NA,"3.5","2-3","1","irregularly elliptic, obovate, oblong","blacklish, ±glossy","same","yes","no",NA
"Senegalia_alemquerensis","High","Rico-Arce, L. 2007. American species of Acacia. Conabio.","Print only (Leo has a copy)","manual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senegalia_altiscandens","High","Rico-Arce, L. 2007. American species of Acacia. Conabio.","Print only (Leo has a copy)","manual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senegalia_amazonica","High","Rico-Arce, L. 2007. American species of Acacia. Conabio.","Print only (Leo has a copy)","manual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senegalia_bahiensis","High","Barros, M. J. F., & Morim, M. P. (2014). Senegalia (Leguminosae, Mimosoideae) from the Atlantic Domain, Brazil. Systematic Botany, 39(2), 452-477.","https://www.dropbox.com/scl/fi/urp7ngnejiml22g3tc9f0/Barros_and_Morim-2014-Senegalia-Leguminosae-Mimosoideae-from-the-Atlantic-Domain-Brazil.pdf?rlkey=uce08qo0blhxn1q3jnyxk3jmo&dl=0","manual",NA,"tree, shrub","2.5-11",NA,NA,NA,NA,NA,NA,"12-20","5-20",NA,"20-25","yes","45-160","yes","8-10",NA,NA,NA,"7-20","5-20","2-7","linear-oblong","truncate","acuminate","yes",NA,"~0.5",NA,NA,NA,"capitate","panicles",NA,"3.8-4.2",NA,NA,NA,"4-6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"legume","100-150","20-23",NA,"slightly falcate",NA,NA,NA,"6-11","10-11","8-9",NA,NA,NA,"same","yes",NA,NA
"Senegalia_emilioana","High","Rico-Arce, L. 2007. American species of Acacia. Conabio.","Print only (Leo has a copy)","manual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senegalia_etilis","High","Cialdella, A. M. (1984). El género Acacia (Leguminosae) en la Argentina. Darwiniana, 59-111.","https://www.dropbox.com/scl/fi/mkaha9g6jw2jzi3b7mu11/Cialdella-1984-El-g-nero-Acacia-Leguminosae-en-la-Argentina.pdf?rlkey=pf33iosuu6uokig68cwmo31f6&dl=0","manual","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pseudosenegalia_feddeana","High","Rico-Arce, L. 2007. American species of Acacia. Conabio.","Print only (Leo has a copy)","manual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senegalia_gilliesii","High","Rico-Arce, L. 2007. American species of Acacia. Conabio.","Print only (Leo has a copy)","manual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senegalia_kuhlmannii","High","Rico-Arce, L. 2007. American species of Acacia. Conabio.","Print only (Leo has a copy)","manual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senegalia_lacerans","High","Barros, M. J. F., & Morim, M. P. (2014). Senegalia (Leguminosae, Mimosoideae) from the Atlantic Domain, Brazil. Systematic Botany, 39(2), 452-477.","https://www.dropbox.com/scl/fi/urp7ngnejiml22g3tc9f0/Barros_and_Morim-2014-Senegalia-Leguminosae-Mimosoideae-from-the-Atlantic-Domain-Brazil.pdf?rlkey=uce08qo0blhxn1q3jnyxk3jmo&dl=0","manual",NA,"lianas","~7",NA,NA,"yes",NA,NA,NA,"0.7-0.8",NA,NA,"20-30","yes","50-150","yes","11-24",NA,NA,NA,"27-70","0.9-5","0.5-1","linear","truncate","acute","yes",NA,NA,NA,NA,NA,NA,NA,NA,"2-3",NA,NA,NA,"3-4.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"legume","80-140","17-25",NA,"straight, slightly falcate",NA,"dilated",NA,NA,"6-11","5-8",NA,"orbicular, ellipsoid",NA,"same","yes",NA,NA
"Senegalia_langsdorffii","High","Queiroz 2009 Leguminosas da Caatinga","https://www.dropbox.com/scl/fi/qk6ey4zpxofau9h5s2n0j/Queiroz-2009-Leguminosas-da-Caatinga.pdf?rlkey=3rqc8r1orviabyippll3bjvcg&dl=0","manual","Portuguese",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senegalia_loretensis","High","Rico-Arce, L. 2007. American species of Acacia. Conabio.","Print only (Leo has a copy)","manual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senegalia_mattogrossensis","High",NA,NA,"manual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parasenegalia_miersii","High","Barros, M. J. F., & Morim, M. P. (2014). Senegalia (Leguminosae, Mimosoideae) from the Atlantic Domain, Brazil. Systematic Botany, 39(2), 452-477.","https://www.dropbox.com/scl/fi/urp7ngnejiml22g3tc9f0/Barros_and_Morim-2014-Senegalia-Leguminosae-Mimosoideae-from-the-Atlantic-Domain-Brazil.pdf?rlkey=uce08qo0blhxn1q3jnyxk3jmo&dl=0","manual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senegalia_nitidifolia","High","Barros, M. J. F., & Morim, M. P. (2014). Senegalia (Leguminosae, Mimosoideae) from the Atlantic Domain, Brazil. Systematic Botany, 39(2), 452-477.","https://www.dropbox.com/scl/fi/urp7ngnejiml22g3tc9f0/Barros_and_Morim-2014-Senegalia-Leguminosae-Mimosoideae-from-the-Atlantic-Domain-Brazil.pdf?rlkey=uce08qo0blhxn1q3jnyxk3jmo&dl=0","manual",NA,"shrubs, lianes","15",NA,NA,NA,NA,NA,NA,"2.2-2.5","2-2.2",NA,"15-30","yes","37-130","yes","5-9",NA,NA,NA,"10-23","4-13","2-4","oblong, falcate","truncate","apiculate","yes",NA,"0.7-0.8",NA,NA,NA,"capitate","panicles",NA,"2-2.2",NA,NA,NA,"3.5-4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"legume","120-165","25-30",NA,"straight",NA,NA,NA,NA,"7-9","6-7",NA,"subcircular, ellipsoid",NA,"same","yes",NA,NA
"Senegalia_paraensis","High","Rico-Arce, L. 2007. American species of Acacia. Conabio.","Print only (Leo has a copy)","manual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
