taxon,taxon_coded,filename,created_at,phylogeny,habit,root_system,height_min,height_low,height_high,height_max,height_unit,extrafloral_nectaries_presence,extrafloral_nectaries_location,extrafloral_nectary_length_min,extrafloral_nectary_length_low,extrafloral_nectary_length_high,extrafloral_nectary_length_max,extrafloral_nectary_length_unit,extrafloral_nectary_width_min,extrafloral_nectary_width_low,extrafloral_nectary_width_high,extrafloral_nectary_width_max,extrafloral_nectary_width_unit,extrafloral_nectary_shape,inflorescence_type,inflorescence_shape,inflorescence_length_min,inflorescence_length_low,inflorescence_length_high,inflorescence_length_max,inflorescence_length_unit,inflorescence_width_min,inflorescence_width_low,inflorescence_width_high,inflorescence_width_max,inflorescence_width_unit,inflorescence_organization,inflorescence_peduncle_length_min,inflorescence_peduncle_length_low,inflorescence_peduncle_length_high,inflorescence_peduncle_length_max,inflorescence_peduncle_length_unit,inflorescence_peduncle_width_min,inflorescence_peduncle_width_low,inflorescence_peduncle_width_high,inflorescence_peduncle_width_max,inflorescence_peduncle_width_unit,flower_merosity,pedicel_length_min,pedicel_length_low,pedicel_length_high,pedicel_length_max,pedicel_length_unit,pedicel_width_min,pedicel_width_low,pedicel_width_high,pedicel_width_max,pedicel_width_unit,calyx_shape,calyx_length_min,calyx_length_low,calyx_length_high,calyx_length_max,calyx_length_unit,calyx_lobe_length_min,calyx_lobe_length_low,calyx_lobe_length_high,calyx_lobe_length_max,calyx_lobe_length_unit,corolla_shape,corolla_length_min,corolla_length_low,corolla_length_high,corolla_length_max,corolla_length_unit,corolla_lobe_length_low,corolla_lobe_length_high,corolla_lobe_length_max,corolla_lobe_length_unit,corolla_lobe_width_min,corolla_lobe_width_low,corolla_lobe_width_high,corolla_lobe_width_max,corolla_lobe_width_unit,stamen_count,filament_length_min,filament_length_low,filament_length_high,filament_length_max,filament_length_unit,filament_color,style_length_min,style_length_low,style_length_high,style_length_max,style_length_unit
Mimosa discobola,Mimosa_discobola,Barneby_1991_Sensitivae_Censitae_treatment_0710.txt,10/7/2025 1:08,1,subshrubs,,,10,18,,dm,,,,,,,,,,,,,,capitula,globose,,5,6,,mm,,5,6,,mm,narrow thyrsiform or pyramidal panicle,,1,3,,cm,,,,,,4-merous,,,,,,,,,,,paleaceous,,1,1.5,,mm,,,,,,tubular-funnelform,,2,2.5,,mm,0.8,1,,mm,,0.4,0.5,,mm,4,,3,3,,mm,pink-lavender,,,,,
Mimosa hirsutissima,Mimosa_hirsutissima,Barneby_1991_Sensitivae_Censitae_treatment_0711.txt,10/7/2025 1:10,1,herbaceous subshrubs,woody root or xylopodium,2,5,20,30,dm,,,,,,,,,,,,,,capitula,globose or plumply ellipsoid,,6,8,9,mm,,,,,,,3,4,10,12,cm,,,,,,4-merous,,,,,,,,,,,paleaceous,1,1.5,2.5,,mm,,,,,,narrowly vaseshaped or subcylindric,1.7,2.2,3.5,3.7,mm,0.7,1.3,,mm,,0.5,0.8,,mm,4,,4.5,8,,mm,pink,,,,,
Mimosa hirsutissima var. hirsutissima,Mimosa_hirsutissima_hirsutissima,Barneby_1991_Sensitivae_Censitae_treatment_0712.txt,10/7/2025 1:11,0,herbaceous subshrubs,woody root or xylopodium,,5,30,,dm,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,9,11,cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa hirsutissima var. barbigera,Mimosa_hirsutissima_barbigera,Barneby_1991_Sensitivae_Censitae_treatment_0713.txt,10/7/2025 1:12,2,,,2,4,20,,dm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa hirsutissima var. grossa,Mimosa_hirsutissima_grossa,Barneby_1991_Sensitivae_Censitae_treatment_0714.txt,10/7/2025 1:13,2,,,,4,6,,dm,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10.5,,cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa pogonoclada,Mimosa_pogonoclada,Barneby_1991_Sensitivae_Censitae_treatment_0715.txt,10/7/2025 1:14,0,herb,,,7,,,dm,,,,,,,,,,,,,,capitula,globose or plumply ellipsoid,,,,,,,6,7,,mm,,,4,5.5,,cm,,,,,,4-merous,,,,,,,,,,,paleaceous,,1.8,2.6,,mm,,,,,,narrowly funnelform,,2.5,3.1,,mm,0.5,0.9,,mm,,,,,,4,,7,7,,mm,,,,,,
Mimosa vestita,Mimosa_vestita,Barneby_1991_Sensitivae_Censitae_treatment_0716.txt,10/7/2025 1:15,1,herbaceous subshrubs,,,1,1,,m,,,,,,,,,,,,,,capitula,globose pseudoracemose,,7,7.5,,mm,,,,,,pseudoraceme moriform,,2,4.5,,cm,,,,,,4-merous,,,,,,,,,,,"paleaceous, stramineous lobes united into a narrowlycampanulate tube",,2,2.5,,mm,,,,,,,,3.5,3.5,,mm,1,1,,mm,,0.7,0.7,,mm,4,,5,5,,mm,pink,,,,,
Mimosa digitata,Mimosa_digitata,Barneby_1991_Sensitivae_Censitae_treatment_0717.txt,10/7/2025 1:16,0,subshrubs,,,1,1.5,,m,,,,,,,,,,,,,,capitula,globose or plumply ellipsoid,,6,7.5,,mm,,6,7.5,,mm,pseudoraceme,,1.5,3,,cm,,,,,,4-merous,,,,,,,,,,,pappiform,,0.8,1.7,,mm,,,,,,narrowly vase-shaped,,2.4,3.3,,mm,0.6,1,,mm,,0.4,0.7,,mm,4,,4,7,,mm,pink,,,,,
Mimosa rufipila,Mimosa_rufipila,Barneby_1991_Sensitivae_Censitae_treatment_0718.txt,10/7/2025 1:17,1,herbaceous subshrubs,oblique knotty rootstock,,2,7.5,15,dm,,,,,,,,,,,,,,capitula,globose or more often ellipsoid,,7,8.5,,mm,,,,,,conelike hispidulous,1.6,2,5.5,,cm,,,,,,4-merous,,,,,,,,,,,pappiform-paleaceous,,1,1.5,,mm,,,,,,narrowly vase-shaped,,2.6,3,,mm,0.55,0.8,,mm,,0.4,0.5,,mm,4,,4.5,5.5,,mm,pink fading dark brown,,,,,
Mimosa macrocephala,Mimosa_macrocephala,Barneby_1991_Sensitivae_Censitae_treatment_0719.txt,10/7/2025 1:18,1,subshrubs,xylopodium,,3,7,,dm,,,,,,,,,,,,,,capitula,ellipsoid,,8.5,10,,mm,,8.5,10,,mm,conelike and hispid,,4,11,,cm,,,,,,4-merous,,,,,,,,,,,paleaceous spathiform,,1.2,2.2,,mm,,,,,,narrowly vase-shaped,2.8,3,4.3,,mm,0.7,1,,mm,,0.5,0.7,,mm,4,,3,4.5,,mm,pink drying brown ,,,,,
Mimosa procurrens,Mimosa_procurrens,Barneby_1991_Sensitivae_Censitae_treatment_0720.txt,10/7/2025 1:20,1,herbaeous,knotty xylopodium,,1,4,5,dm,,,,,,,,,,,,,,capitula,ellipsoid or subglobose,8,8,10.5,10.5,mm,,8,10.5,,mm,,4,5,11,,cm,,,,,,4-merous,,,,,,,,,,,,,,,,,,,,,,membranous,,3.4,3.9,,mm,1,1.4,,mm,,0.5,0.8,,mm,4,6,6,7,7,mm,pink,,,,,
Mimosa monadelpha,Mimosa_monadelpha,Barneby_1991_Sensitivae_Censitae_treatment_0721.txt,10/7/2025 1:21,0,subshrubs,,,5,10,,dm,,,,,,,,,,,,,,capitula,subglobose,,65,8,,mm,,65,8,,mm,pyramidal panicle,7,10,29,,mm,,,,,,4-merous,7,10,29,,mm,,,,,,,1,13,19,,mm,,,,,,narrowly funnelform,2,23,3,,mm,8,11,11,mm,5,5,65,65,mm,4,,45,63,,mm,pink,,,,,
Mimosa monadelpha var. monadelpha,Mimosa_monadelpha_monadelpha,Barneby_1991_Sensitivae_Censitae_treatment_0722.txt,10/7/2025 1:22,0,,,250,350,750,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa monadelpha var. glabrata,Mimosa_monadelpha_glabrata,Barneby_1991_Sensitivae_Censitae_treatment_0723.txt,10/7/2025 1:23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa lupinoides,Mimosa_lupinoides,Barneby_1991_Sensitivae_Censitae_treatment_0724.txt,10/7/2025 1:24,0,herbaceous subshrubs,xylopodium,,2,4,,dm,,,,,,,,,,,,,,capitula,,,5,9,,mm,,,,,,,6,,12,16,cm,,,,,,4-merous,,,,,,,,,,,membrano-paleaceous,2,2,27,,mm,,,,,,narrowly funnelform,,33,42,,mm,7,11,,mm,,5,9,,mm,4,6,6,9,9,mm,pink,,,,,
Mimosa caaguazuensis,Mimosa_caaguazuensis,Barneby_1991_Sensitivae_Censitae_treatment_0725.txt,10/7/2025 1:25,0,"Dwarf unarmed macrophyllidious herds from subterranean caudex surmounting a woody root, the prostrate-assurgent simple stems",subterranean caudex surmounting a woody root,,5,30,,cm,,,,,,,,,,,,,,capitula,globose,,10,12,,mm,,,,,,,4,6,12,,cm,,,,,,4-merous,,,,,,,,,,,spathaceous,,,,,mm,,,,,,narrowly vase-shaped,35,35,4,4,mm,7,7,,mm,,8,8,,mm,4,,6,6,,mm,pink,,,,,
Mimosa brevipes,Mimosa_brevipes,Barneby_1991_Sensitivae_Censitae_treatment_0726.txt,10/7/2025 1:26,0,subshrubs,,,15,2,,m,,,,,,,,,,,,,,capitula,globose,,4,8,9,mm,,4,8,9,mm,pseudoracemose,4,4,11,14,mm,,,,,,4-merous,,,,,,,,,,,,,,,,,,,,,,,,15,26,,mm,6,1,,mm,,3,55,,mm,4,45,45,65,65,mm,pink,,,,,
Mimosa diversipila,Mimosa_diversipila,Barneby_1991_Sensitivae_Censitae_treatment_0727.txt,10/7/2025 1:27,1,subshrubs,xylopodium and woody fusiform roots,5,6,16,20,dm,,,,,,,,,,,,,,capitula,globose or plumply ellipsoid,5,5.5,7.5,,mm,5,5.5,7.5,,mm,pseudoraceme,,4,16,,mm,,,,,,4-merous,,,,,,,,,,,membranous rim,,0.1,0.1,,mm,,,,,,narrowly vase-shaped,2.1,2.1,3.2,3.2,mm,0.8,1.1,,mm,,0.4,0.45,,mm,4,5,5,7,7,mm,pink,,,,,
Mimosa diversipila var. subglabriseta,Mimosa_diversipila_subglabriseta,Barneby_1991_Sensitivae_Censitae_treatment_0728.txt,10/7/2025 1:28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa diversipila var. diversipila,Mimosa_diversipila_diversipila,Barneby_1991_Sensitivae_Censitae_treatment_0729.txt,10/7/2025 1:29,0,,,150,,400,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa fernandez-casasii,Mimosa_fernandezcasasii,Barneby_1991_Sensitivae_Censitae_treatment_0730.txt,10/7/2025 1:30,0,subshrubs,,,15,2,,m,,,,,,,,,,,,,,capitula,ellipsoid,,2,3,,dm,,,,,,pseudoraceme,15,15,25,25,cm,,,,,,4-merous,15,,25,,cm,,,,,,campanulate,2,2,3,3,mm,,,,,,narrowly funnelform,24,24,27,27,mm,5,7,7,mm,5,5,5,5,mm,4,55,55,7,7,mm,pink,,,,,
Mimosa cryptogloea,Mimosa_cryptogloea,Barneby_1991_Sensitivae_Censitae_treatment_0731.txt,10/7/2025 1:32,0,subshrubs,,,,18,,dm,espiculate,leaf-stalks,,,,,,,,,,,,capitula,globose,,,,,,,9,9,,mm,pseudoraceme,,4,4,,cm,,,,,,4-merous,,4,4,,cm,,,,,,campanulate,,2,2,,mm,,,,,,subcylindric,,45,45,,mm,12,12,,mm,,6,6,,mm,4,,10,10,,mm,lilac-pink,,,,,
Mimosa sceptrum,Mimosa_sceptrum,Barneby_1991_Sensitivae_Censitae_treatment_0732.txt,10/7/2025 1:33,0,subshrubs,,,10,14,,dm,,,,,,,,,,,,,,capitula,globose,,11,13,,mm,,,,,,solitary,,,,,mm,,,,,,4-merous,,,,,,,,,,,minute collar or obsolete,,,,,,,,,,,narrowly vase-shaped or subtubular,4,4,5,5,mm,9,12,12,mm,,,,,,4,,75,10,,mm,pink,,,,,
Mimosa custodis,Mimosa_custodis,Barneby_1991_Sensitivae_Censitae_treatment_0733.txt,10/7/2025 1:34,1,subshrubs,,,,1,,m,,,,,,,,,,,,,,capitula,globose,,7,9,,mm,7,7,9,9,mm,pseudoraceme,,1,3,,cm,,,,,,4-merous,,,,,,,,,,,obsolete,,,,,,,,,,,narrowly vase-shaped,,2.9,3.6,,mm,0.7,1,,mm,,0.6,0.8,,mm,4,,5.5,7,,mm,pink,,,,,
Mimosa longiracemosa,Mimosa_longiracemosa,Barneby_1991_Sensitivae_Censitae_treatment_0734.txt,10/7/2025 1:35,0,subshrub,,,7,11,,dm,,,,,,,,,,,,,,capitula,globose,,7,85,,mm,,,,,,racemose,,2,4,5,cm,,,,,,4-merous,2,2,4,5,cm,,,,,,collar,,1,1,,mm,,,,,,narrowly vase-shaped,,32,37,,mm,7,,,mm,,5,,,mm,4,,7,7,,mm,pink,,,,,
Mimosa nitidula,Mimosa_nitidula,Barneby_1991_Sensitivae_Censitae_treatment_0735.txt,10/7/2025 1:36,0,subshrubs,,,,12,,dm,,,,,,,,,,,,,,capitula,globose,,,12,,dm,,75,75,,mm,pseudoracemosa,8,8,18,18,mm,,,,,,4-merous,,,,,,,,,,,,,,,,,,,,,,narrowly vase-shaped,,35,35,,mm,11,11,,mm,,9,9,,mm,4,,65,65,,mm,pink,,,,,
Mimosa pseudopetiolaris,Mimosa_pseudopetiolaris,Barneby_1991_Sensitivae_Censitae_treatment_0736.txt,10/7/2025 1:37,0,subshrubs,woody root,35,35,55,55,dm,,,,,,,,,,,,,,capitula,globose,,6,65,,mm,,6,65,,mm,pseudoraceme,1,,35,,cm,,,,,,4-merous,,1,35,,cm,,,,,,obscurely lobulate,15,15,2,2,mm,,,,,,narrowly vase-shaped,21,21,25,25,mm,9,11,11,mm,5,5,5,5,mm,4,,5,7,,mm,pink,,,,,
Mimosa thomista,Mimosa_thomista,Barneby_1991_Sensitivae_Censitae_treatment_0737.txt,10/7/2025 1:38,1,subshrubs,woody root,,1,,2,m,,,,,,,,,,,,,,capitula,globose,,8,,,mm,8,,8,,mm,pseudoraceme,,1,2,,cm,,,,,,4-merous,,,,,,,,,,,pappiform-paleaceous,2.5,2.5,3,3,mm,,,,,,narrowly funnelform,4,4,4.2,4.2,mm,1.4,1.4,,mm,0.5,0.5,0.6,0.6,mm,4,,,,,,,,,,,
Mimosa pogocephala,Mimosa_pogocephala,Barneby_1991_Sensitivae_Censitae_treatment_0738.txt,10/7/2025 1:39,0,shrubs,,,8,16,20,dm,,,,,,,,,,,,,,capitula,globose or plumply ellipsoid,6,6,8,8,mm,6,6,8,8,mm,,,5,22,,mm,,,,,,4-merous,,,,,,,,,,,membranous,,25,4,,mm,,,,,,narrowly funnelform,,24,29,,mm,7,9,,mm,,6,7,,mm,4,,5,6,,mm,pink,,,,,
Mimosa bombycina,Mimosa_bombycina,Barneby_1991_Sensitivae_Censitae_treatment_0739.txt,10/7/2025 1:40,0,shrubs,,,,2,,m,,,,,,,,,,,,,,capitula,ovoid,,9,10,,mm,,,,,,subcorymbiform leafy-bracteate pseudoraceme,15,,3,,cm,,,,,,4-merous,,15,3,,cm,,,,,,shallowly campanulate,,2,2,,mm,,,,,,subcylindric,,31,42,,mm,8,12,,mm,,5,6,,mm,4,,65,,,mm,pink,,,,,
Mimosa bombycina var. bombycina,Mimosa_bombycina_bombycina,Barneby_1991_Sensitivae_Censitae_treatment_0740.txt,10/7/2025 1:42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,subcorymbosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa bombycina var. pluriceps,Mimosa_bombycina_pluriceps,Barneby_1991_Sensitivae_Censitae_treatment_0741.txt,10/7/2025 1:43,0,,,,,,,,,,,,,,,,,,,,,capitulis,,,,,,,,,,,,seriatim secus caulem hornotinum dispositis numerosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa parviceps,Mimosa_parviceps,Barneby_1991_Sensitivae_Censitae_treatment_0742.txt,10/7/2025 1:44,1,arborescent shrubs,,,,3,,m,,,,,,,,,,,,,,capitula,globose,,5,6,,mm,5,5,6,6,mm,,15,20,35,,mm,,,,,,4-merous,,,,,,,,,,,campanulate,,0.2,0.3,,mm,,,,,,narrowly funnelform,,2.2,2.7,,mm,0.8,1,,mm,,0.5,0.6,,mm,4,7,7,8,8,mm,pink,,,,,
Mimosa montis-carasae,Mimosa_montiscarasae,Barneby_1991_Sensitivae_Censitae_treatment_0743.txt,10/7/2025 1:45,1,shrubs,,,1,2,,m,,,,,,,,,,,,,,capitula,subglobose,,7,7,,mm,,7,7,,mm,,,2,2.5,,cm,,,,,,4-merous,,,,,,,,,,,campanulate,,0.2,0.2,,mm,,,,,,,,2.5,2.8,,mm,1,1,,mm,,0.6,0.6,,mm,4,,,,,,,,,,,
Mimosa adamantina,Mimosa_adamantina,Barneby_1991_Sensitivae_Censitae_treatment_0744.txt,10/7/2025 1:46,1,shrubs,,,6,30,,dm,,,,,,,,,,,,,,capitula,globose,,5,6,,mm,,5,6,,mm,,1.5,5.5,7,7,cm,,,,,,4-merous,,,,,,,,,,,campanulate,0.25,0.25,0.55,0.55,mm,,,,,,narrowly turbinate or the bisexual ones vase-shaped,,2,2.8,,mm,0.7,0.9,,mm,0.6,0.6,0.7,0.7,mm,4,5,5,8,8,mm,pink,,,,,
Mimosa adamantina var. adamantina,Mimosa_adamantina_adamantina,Barneby_1991_Sensitivae_Censitae_treatment_0745.txt,"2025-07-10T01:47:23,917",2,shrub,,,1.5,3,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa adamantina var. hebecarpa,Mimosa_adamantina_hebecarpa,Barneby_1991_Sensitivae_Censitae_treatment_0746.txt,"2025-07-10T01:48:27,944",0,,,,6,10,,dm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa multiplex,Mimosa_multiplex,Barneby_1991_Sensitivae_Censitae_treatment_0747.txt,"2025-07-10T01:49:33,255",0,herbaceous,slender woody root,,2.5,4,,dm,,,,,,,,,,,,,,capitula,globose,,4.5,6,,mm,,,,,,axillary or some distal ones shortly pseudoracemose,1.5,,4,,cm,,,,,,4-merous,1.5,,4,,cm,,,,,,,,0.4,0.4,,mm,,,,,,narrowly funnelform,2,2,2.4,2.4,mm,0.6,0.9,,mm,,0.4,0.65,,mm,4,,3,3,,mm,,,,,,
Mimosa ernestii,Mimosa_ernestii,Barneby_1991_Sensitivae_Censitae_treatment_0748.txt,"2025-07-10T01:50:39,812",0,shrubs,,,,2,,m,espiculate at apex,leaf-stalks apex,,,,,,,,,,,,capitula,ovoid or globose,,5,5,,mm,,,,,,racemose,,,15,,mm,,2.5,,,mm,4-merous,,,,,,,,,,,campanulate,,0.6,0.6,,mm,,,,,,turbinate-campanulate,,2.2,2.2,,mm,1.1,1.1,,mm,,0.8,0.8,,mm,4,,2,,,mm,pink,,,,,
Mimosa setistipula,Mimosa_setistipula,Barneby_1991_Sensitivae_Censitae_treatment_0749.txt,"2025-07-10T01:51:46,862",0,shrubs,,,,2,,m,,,,,,,,,,,,,,capitula,ovoid-ellipsoid,,1,2.5,,dm,5,5,6.5,6.5,mm,pseudoracemes,1.5,,3,,cm,,,,,,4-merous,1.5,,3,,cm,,,,,,cup or collar,,0.1,0.15,,mm,,,,1.2,mm,narrowly funnelform,,2.1,2.7,,mm,0.9,,,mm,,0.5,,,mm,4,,5,6,,mm,pink,,,,,
Mimosa coniflora,Mimosa_coniflora,Barneby_1991_Sensitivae_Censitae_treatment_0750.txt,"2025-07-10T01:52:53,345",1,shrubs,,,,2,,m,,,,,,,,,,,,,,capitula,oblong,7,7,10,10,mm,3.5,3.5,4,4,mm,,,5,12,,mm,,,,,,4-merous,,,,,,,,,,,cup,0.2,0.2,0.25,0.25,mm,,,,,,turbinate,,1.8,1.8,,mm,0.8,0.8,,mm,0.6,0.8,0.8,,mm,8,,5.5,7,,mm,pink,,,,,
Mimosa congestifolia,Mimosa_congestifolia,Barneby_1991_Sensitivae_Censitae_treatment_0751.txt,"2025-07-10T01:53:59,906",0,shrubs,,1,,2,,m,,,,,,,,,,,,,,capitula,ovoid-ellipsoid,,5.5,8,,mm,,,,,,,1.5,,3.5,,cm,,,,,,4-merous,,,,,,,,,,,,,,,,,,,,,,subcylindric,,3,3.8,,mm,1,1.2,,mm,,0.6,0.7,,mm,4,,6.5,7.5,,mm,pink,,,,,
Mimosa reduviosa,Mimosa_reduviosa,Barneby_1991_Sensitivae_Censitae_treatment_0752.txt,"2025-07-10T01:55:04,829",1,shrubs,,,,1,,m,,,,,,,,,,,,,,capitula,globose,,5.5,6.5,,mm,,5.5,6.5,,mm,pseudoraceme,,15,35,,mm,,,,,,4-merous,,,,,,,,,,,pappiform,1.3,1.3,1.7,1.7,mm,,,,,,narrowly funnelform,,2.2,2.7,,mm,0.7,0.8,,mm,,0.45,0.6,,mm,4,,6,6.5,,mm,vivid pink,,,,,
Mimosa bocainae,Mimosa_bocainae,Barneby_1991_Sensitivae_Censitae_treatment_0753.txt,"2025-07-10T01:56:08,422",0,shrubs,,,,,,,,,,,,,,,,,,,,capitula,ellipsoid,7.5,,12,,mm,4.5,,5.5,,mm,either simply or paniculately pseudoracemose,,,,,mm,,,,,,4-merous,,,,,mm,,,,,,shallowly campanulate,0.8,0.8,1.2,1.2,mm,,,,,,"narrowly turbinate, subcylindric",,2.2,2.7,,mm,0.6,0.8,,mm,,0.5,0.6,,mm,4,,5.5,7.5,,mm,pink,,,,,
Mimosa lasiocephala,Mimosa_lasiocephala,Barneby_1991_Sensitivae_Censitae_treatment_0754.txt,"2025-07-10T01:57:13,548",0,,,,,,,,,,,,,,,,,,,,,capitula,ovoid,,,4.5,,mm,,4.5,,,mm,,2.5,2.5,3,3,cm,,,,,,4-merous,,2.5,3,,cm,,,,,,,,,,,,,,,,,narrowly oblanceolate,,2,2,,mm,,,,,,,,,,4,,,,,,,,,,,
Mimosa itatiaiensis,Mimosa_itatiaiensis,Barneby_1991_Sensitivae_Censitae_treatment_0755.txt,"2025-07-10T01:58:18,982",0,shrubs or subshrubs,,,5,,,dm,,,,,,,,,,,,,,capitula,globose or plumply ellipsoid,,6,7.5,,mm,,,,,,,1,,4,,cm,,,,,,4-merous,1,,4,,cm,,,,,,campanulate,0.4,0.4,0.5,0.5,mm,,,,,,narrowly funnelform,,2.5,2.8,,mm,0.8,,,mm,,0.5,,,mm,4,,6,,,mm,,,,,,
Mimosa microcarpa,Mimosa_microcarpa,Barneby_1991_Sensitivae_Censitae_treatment_0756.txt,"2025-07-10T01:59:25,442",0,shrubs,,,1.5,2,,m,,,,,,,,,,,,,,capitula,,,,,,,5.5,5.5,6.5,6.5,mm,pseudoracemoose,,2,8,15,mm,,,,,,4-merous,2,,8,,mm,,,,,,,,0.8,1.5,,mm,,0.2,0.5,,mm,turbinate or funnelform,2,,3.1,,mm,0.7,1,1,mm,0.5,0.5,0.7,0.7,mm,4,,7.5,7.5,,mm,pink,,,,,
Mimosa paranapiacabae,Mimosa_paranapiacabae,Barneby_1991_Sensitivae_Censitae_treatment_0757.txt,"2025-07-10T02:00:30,775",0,shrubs,,,,2,,m,,,,,,,,,,,,,,capitula,globose,,,,,mm,,,,,mm,,8,8,23,23,mm,,,,,,4-merous,,8,23,,mm,,,,,,pappiform,,,,,mm,,,,,,narrowly vase-shaped,,2.3,2.5,,mm,0.8,1,,mm,,0.45,0.6,,mm,4,,7,7,,mm,pink,,,,,
Mimosa hilariana,Mimosa_hilariana,Barneby_1991_Sensitivae_Censitae_treatment_0758.txt,"2025-07-10T02:01:37,744",0,subshrubs,,,8,15,,dm,present,base of each leaf-pulvinus,0.5,,1.3,,mm,,,,,,setaculeus,capitula,ellipsoid,,5,5,,mm,,,,,,,,,,,,,,,,,4-merous,,,,,,,,,,,irregularly denticulate,,0.7,0.7,,mm,,,,,,turbinate,1.7,1.7,2,2,mm,0.7,0.7,,mm,,0.4,0.5,,mm,4,,,,,,,,,,,
Mimosa lanata,Mimosa_lanata,Barneby_1991_Sensitivae_Censitae_treatment_0759.txt,"2025-07-10T02:02:47,072",0,subshrubs,,,1,1.5,,m,,,,,,,,,,,,,,capitula,globose,,4.5,7.5,,mm,,,,,,solitary,1.3,2,5,,cm,,,,,,4-merous,1.3,2,5,,cm,,,,,,paleaceous-pappiform,1.3,1.3,0,1.7,mm,,,,,,narrowly funnelform,,2,2.4,,mm,0.4,0.65,,mm,,0.3,0.4,,mm,4,,4,5,,mm,pink or lilac,,,,,
Mimosa macrocalyx,Mimosa_macrocalyx,Barneby_1991_Sensitivae_Censitae_treatment_0760.txt,"2025-07-10T02:03:56,295",0,subshrubs,,6,,20,,dm,,,,,,,,,,,,,,capitula,globose,,3.5,4,,mm,3.5,3.5,4,4,mm,,20,20,30,30,mm,0.2,0.2,0.2,0.2,mm,4-merous,,20,30,,mm,,0.2,0.2,,mm,paleaceous,1.3,1.3,1.5,1.5,mm,0.8,0.8,0.9,0.9,mm,narrowly vase-shaped,1.8,1.8,2.1,2.1,mm,0.7,0.8,0.8,mm,0.4,0.4,0.5,0.5,mm,4,,4,4.5,,mm,pink,,,,,
Mimosa pedersenii,Mimosa_pedersenii,Barneby_1991_Sensitivae_Censitae_treatment_0761.txt,"2025-07-10T02:05:08,870",1,shrubs and subshrubs,,,,4,,m,,,,,,,,,,,,,,capitula,subglobose,,4.5,5.5,,mm,,4.5,5.5,,mm,,2.5,2.5,5,5,cm,,,,,,4-merous,,,,,,,,,,,paleaceous-pappiform,1.1,1.1,1.8,1.8,mm,,,,,,narrowly vase-shaped,,1.8,2.1,,mm,0.5,0.6,,mm,,0.4,0.5,,mm,4,,3.5,5,,mm,pink,,,,,
Mimosa reptans,Mimosa_reptans,Barneby_1991_Sensitivae_Censitae_treatment_0762.txt,"2025-07-10T02:06:20,743",0,shrublezs,,,4,10,,dm,,,,,,,,,,,,,,capitula,globose or plumply ellipsoid,,5,4,,mm,,5,4,,mm,,2.5,3,9,,cm,,,,,,4-merous,2.5,3,9,,cm,,,,,,campanulate,,0.6,0.8,,mm,,,,,,narrowly vase-shaped,1.6,1.6,2.5,2.5,mm,0.5,0.7,0.7,mm,0.4,0.4,0.5,0.5,mm,4,,3,4,,mm,pink,,,,,
Mimosa schleidenii,Mimosa_schleidenii,Barneby_1991_Sensitivae_Censitae_treatment_0763.txt,"2025-07-10T02:07:29,349",1,subshrubs,,,,,,,,,,,,,,,,,,,,capitula,globose,,7,8,,mm,,7,8,,mm,,3,5,16,,cm,,,,,,4-merous,,,,,,,,,,,pappiform,,0.8,1,,mm,,,,,,subtubular,,2.6,2.9,,mm,1,1.2,,mm,,0.5,0.6,,mm,4,,3.5,4.5,,mm,pink-purple,,,,,
